trophic_means,trophic_vars,index,fnr,numspecies
3.5641146,1.5711793,4,0.15,100.0
3.901041,1.7235042,4,0.15,100.0
3.6976094,1.703769,5,0.2,100.0
3.86953,1.8233125,5,0.2,100.0
3.7625587,1.840655,5,0.2,100.0
3.7511282,1.8184507,5,0.2,100.0
3.489253,1.6807249,5,0.2,100.0
3.938696,1.9676205,5,0.2,100.0
3.862278,1.682416,5,0.2,100.0
3.5502832,1.6810759,5,0.2,100.0
3.8000677,1.6687317,5,0.2,100.0
3.4701033,1.5337499,5,0.2,100.0
3.9069626,1.7700088,5,0.2,100.0
3.6408665,1.5716553,5,0.2,100.0
3.8668084,1.8543985,5,0.2,100.0
3.949311,1.6827192,5,0.2,100.0
3.778969,1.5860753,5,0.2,100.0
3.5544207,1.6756481,5,0.2,100.0
3.8213153,1.7201006,5,0.2,100.0
3.8875506,1.8063604,5,0.2,100.0
4.010173,1.7867376,5,0.2,100.0
3.465482,1.6087174,5,0.2,100.0
3.5810294,1.5843573,5,0.2,100.0
3.69073,1.7751083,5,0.2,100.0
3.9907055,1.6076332,5,0.2,100.0
3.7388744,1.6761417,5,0.2,100.0
3.869936,1.7542949,5,0.2,100.0
4.132707,1.9207679,5,0.2,100.0
3.7587104,1.7565693,5,0.2,100.0
3.7304587,1.6669266,5,0.2,100.0
3.811871,1.6322473,5,0.2,100.0
3.945239,1.7111931,5,0.2,100.0
4.0440307,1.8950416,5,0.2,100.0
3.8393052,1.7829589,5,0.2,100.0
3.8486218,1.7285216,5,0.2,100.0
3.7847712,1.6897694,5,0.2,100.0
3.7747073,1.7464095,5,0.2,100.0
3.6393268,1.5486522,5,0.2,100.0
3.827087,1.7329357,5,0.2,100.0
3.5227332,1.6386019,5,0.2,100.0
3.7665687,1.7304395,5,0.2,100.0
3.7561793,1.7433375,5,0.2,100.0
3.8769195,1.6834803,5,0.2,100.0
3.6425877,1.5907792,5,0.2,100.0
3.8511062,1.7635972,5,0.2,100.0
3.5483277,1.4339136,5,0.2,100.0
3.7052896,1.7986354,5,0.2,100.0
3.539902,1.5332603,5,0.2,100.0
3.9263213,1.854341,5,0.2,100.0
3.7514665,1.6425468,5,0.2,100.0
3.8055172,1.8410264,5,0.2,100.0
3.9772837,1.7944759,5,0.2,100.0
3.5836537,1.7004788,6,0.25,100.0
3.893947,1.8724208,6,0.25,100.0
3.8988132,1.6870565,6,0.25,100.0
3.5505323,1.6655445,6,0.25,100.0
4.0748186,1.7912385,6,0.25,100.0
3.903987,1.7474016,6,0.25,100.0
3.9712777,1.7019764,6,0.25,100.0
3.8596106,1.745072,6,0.25,100.0
3.737773,1.630183,6,0.25,100.0
3.814326,1.8208852,6,0.25,100.0
3.5593834,1.617139,6,0.25,100.0
4.274348,2.0697963,6,0.25,100.0
3.668166,1.6527109,6,0.25,100.0
3.8105028,1.560477,6,0.25,100.0
3.891441,1.9479644,6,0.25,100.0
3.8586507,1.7656665,6,0.25,100.0
3.630271,1.4652233,6,0.25,100.0
3.4942086,1.5966157,6,0.25,100.0
3.7870371,1.7370995,6,0.25,100.0
3.4468305,1.6985238,6,0.25,100.0
3.846414,1.8241118,6,0.25,100.0
3.9923055,1.7027247,6,0.25,100.0
4.0865736,1.7729005,6,0.25,100.0
3.44537,1.5889025,6,0.25,100.0
3.5885923,1.5808276,6,0.25,100.0
3.7210834,1.6070781,6,0.25,100.0
3.7529552,1.7726512,6,0.25,100.0
3.7083583,1.6003532,6,0.25,100.0
4.136693,2.0783303,6,0.25,100.0
3.8181117,1.7138375,6,0.25,100.0
4.0696225,1.7609366,6,0.25,100.0
3.6639974,1.5778966,6,0.25,100.0
3.8739939,1.9258482,6,0.25,100.0
3.7522569,1.80335,6,0.25,100.0
3.9065418,1.7746581,6,0.25,100.0
3.7946422,1.6682607,6,0.25,100.0
3.662969,1.7026955,6,0.25,100.0
3.7267725,1.5747162,6,0.25,100.0
3.672874,1.643805,6,0.25,100.0
3.5794013,1.5193448,6,0.25,100.0
3.7024057,1.7696297,6,0.25,100.0
3.8080776,1.7238832,6,0.25,100.0
3.6612363,1.6344925,6,0.25,100.0
3.3393376,1.5949628,6,0.25,100.0
3.775479,1.785674,6,0.25,100.0
3.9777024,1.8104876,6,0.25,100.0
3.7135947,1.7748264,6,0.25,100.0
4.0346923,2.121066,6,0.25,100.0
3.5835721,1.7176111,6,0.25,100.0
3.5902414,1.5059332,6,0.25,100.0
3.448457,1.6468521,7,0.3,100.0
3.6660986,1.7388972,7,0.3,100.0
3.6251736,1.7168022,7,0.3,100.0
3.4986155,1.8038762,7,0.3,100.0
3.486299,1.589476,7,0.3,100.0
3.916164,1.9584901,7,0.3,100.0
3.8010633,1.7610774,7,0.3,100.0
3.5518594,1.6224698,7,0.3,100.0
3.4646034,1.5057181,7,0.3,100.0
3.6499858,1.7497474,7,0.3,100.0
3.787205,1.6510326,7,0.3,100.0
3.5033486,1.4942557,7,0.3,100.0
3.5548992,1.7963892,7,0.3,100.0
3.417612,1.5477502,7,0.3,100.0
3.5255802,1.5307125,7,0.3,100.0
3.490577,1.7754067,7,0.3,100.0
3.925699,2.0520895,7,0.3,100.0
3.592795,1.7510698,7,0.3,100.0
3.643215,1.7596043,7,0.3,100.0
3.7016063,1.7000738,7,0.3,100.0
3.8110328,1.7368826,7,0.3,100.0
3.5770473,1.7406756,7,0.3,100.0
3.959131,1.9164422,7,0.3,100.0
3.509311,1.6613494,7,0.3,100.0
4.0413694,2.101896,7,0.3,100.0
4.1165094,2.1736696,7,0.3,100.0
3.6292822,1.6578642,7,0.3,100.0
3.9165065,1.992262,7,0.3,100.0
3.684032,1.7611258,7,0.3,100.0
3.8940606,2.0024695,7,0.3,100.0
3.3219123,1.5397265,7,0.3,100.0
4.1251683,2.0286617,7,0.3,100.0
3.821124,1.7626659,7,0.3,100.0
3.5639508,1.6806555,7,0.3,100.0
3.8118284,1.7407663,7,0.3,100.0
3.829496,1.8660427,7,0.3,100.0
3.7807908,1.7515249,7,0.3,100.0
3.9857159,1.9712157,7,0.3,100.0
3.3586915,1.4413118,7,0.3,100.0
3.657186,1.8361822,7,0.3,100.0
3.7530658,1.653628,7,0.3,100.0
3.7023082,1.8525494,7,0.3,100.0
4.121723,2.0871577,7,0.3,100.0
3.563167,1.7109462,7,0.3,100.0
3.80167,1.6782992,7,0.3,100.0
3.9336193,1.9329592,7,0.3,100.0
3.5566025,1.7716273,7,0.3,100.0
3.7504714,1.7425193,7,0.3,100.0
3.524301,1.7208416,7,0.3,100.0
3.6014302,1.5883098,7,0.3,100.0
3.3297956,1.5345888,8,0.35,100.0
3.8596885,1.7237355,8,0.35,100.0
3.6392016,1.9162263,8,0.35,100.0
3.4574466,1.6002871,8,0.35,100.0
3.585535,1.6917691,8,0.35,100.0
3.5826857,1.6203609,8,0.35,100.0
3.4814372,1.6998285,8,0.35,100.0
3.7246194,1.8348467,8,0.35,100.0
3.6068473,1.9049752,8,0.35,100.0
3.3328893,1.5898888,8,0.35,100.0
3.6121783,1.8342267,8,0.35,100.0
3.9717963,1.8381002,8,0.35,100.0
3.6741111,1.6966097,8,0.35,100.0
3.814154,1.9100527,8,0.35,100.0
3.8145962,1.8874166,8,0.35,100.0
3.6357486,1.7695544,8,0.35,100.0
3.7886472,1.6629537,8,0.35,100.0
3.6458652,1.6852564,8,0.35,100.0
3.6073763,1.7862865,8,0.35,100.0
4.0327706,2.0357003,8,0.35,100.0
3.3145735,1.6830409,8,0.35,100.0
3.5751724,1.7713754,8,0.35,100.0
3.8097944,1.9146866,8,0.35,100.0
3.8086765,1.8181503,8,0.35,100.0
4.2511477,2.2483819,8,0.35,100.0
3.618897,1.7821491,8,0.35,100.0
3.792872,1.8291062,8,0.35,100.0
3.5794065,1.7062644,8,0.35,100.0
3.4516203,1.7034312,8,0.35,100.0
3.2647488,1.5917804,8,0.35,100.0
4.0439005,1.8050358,8,0.35,100.0
3.4728272,1.5381356,8,0.35,100.0
3.7395172,1.6636571,8,0.35,100.0
3.8670776,1.7909197,8,0.35,100.0
3.4762754,1.7735304,8,0.35,100.0
3.3133535,1.6358372,8,0.35,100.0
4.226537,2.3124723,8,0.35,100.0
3.4223602,1.6076856,8,0.35,100.0
3.6189523,1.8590066,8,0.35,100.0
3.9247837,2.0026433,8,0.35,100.0
4.2815366,2.159061,8,0.35,100.0
3.9369514,1.8036695,8,0.35,100.0
3.8817096,1.9123794,8,0.35,100.0
3.4202545,1.6720092,8,0.35,100.0
3.5562384,1.634262,8,0.35,100.0
3.7384655,1.8475674,8,0.35,100.0
3.7219036,1.6091456,8,0.35,100.0
3.952757,1.8970681,8,0.35,100.0
3.2088296,1.4929773,8,0.35,100.0
3.7227979,1.8368764,8,0.35,100.0
3.6819377,1.7051127,9,0.4,100.0
4.2794237,2.383456,9,0.4,100.0
3.7303398,1.6387275,9,0.4,100.0
3.127995,1.6086949,9,0.4,100.0
3.525398,1.8035152,9,0.4,100.0
3.3906145,1.7100807,9,0.4,100.0
3.4830585,1.6401172,9,0.4,100.0
3.3013036,1.5062017,9,0.4,100.0
3.4318604,1.6378573,9,0.4,100.0
3.617023,1.9689023,9,0.4,100.0
3.731451,1.903582,9,0.4,100.0
3.481412,1.63951,9,0.4,100.0
4.0004535,1.9630057,9,0.4,100.0
3.7038236,1.641864,9,0.4,100.0
3.3632207,1.5971699,9,0.4,100.0
3.565307,1.7008328,9,0.4,100.0
3.265572,1.595794,9,0.4,100.0
3.5224724,1.6432546,9,0.4,100.0
3.4462187,1.6724266,9,0.4,100.0
3.3901916,1.5696198,9,0.4,100.0
3.7266788,2.0826335,9,0.4,100.0
3.8502107,1.7754185,9,0.4,100.0
3.4409456,1.5808532,9,0.4,100.0
3.7880046,1.8532181,9,0.4,100.0
4.270216,2.360557,9,0.4,100.0
3.2779946,1.547767,9,0.4,100.0
3.7768674,1.8968554,9,0.4,100.0
3.572606,1.7831357,9,0.4,100.0
4.091495,1.9665707,9,0.4,100.0
3.5344737,1.7416171,9,0.4,100.0
3.8441656,1.8916587,9,0.4,100.0
3.5796576,1.7376044,9,0.4,100.0
3.7387745,1.8576661,9,0.4,100.0
4.158185,2.105218,9,0.4,100.0
3.850512,1.7896283,9,0.4,100.0
3.5404305,1.5446573,9,0.4,100.0
3.8344297,1.9169419,9,0.4,100.0
3.4878347,1.5348448,9,0.4,100.0
3.2152233,1.3770216,9,0.4,100.0
3.6587644,1.7392105,9,0.4,100.0
3.3379662,1.6853174,9,0.4,100.0
3.4899213,1.7832836,9,0.4,100.0
3.5948486,1.6751006,9,0.4,100.0
3.367249,1.6936036,9,0.4,100.0
3.6843023,1.6903621,9,0.4,100.0
3.5754406,1.6245923,9,0.4,100.0
3.3472154,1.5778104,9,0.4,100.0
3.7456665,1.682843,9,0.4,100.0
3.4036098,1.5678366,9,0.4,100.0
3.4228866,1.7697467,9,0.4,100.0
3.8244715,1.9191315,10,0.45,100.0
3.1652663,1.5291628,10,0.45,100.0
3.8949769,2.0284808,10,0.45,100.0
3.2480757,1.7061707,10,0.45,100.0
3.3718793,1.6660724,10,0.45,100.0
3.7608728,1.9129514,10,0.45,100.0
3.799802,1.9038254,10,0.45,100.0
3.1931388,1.7014159,10,0.45,100.0
3.570831,1.8878073,10,0.45,100.0
3.4973116,1.7311299,10,0.45,100.0
3.6261516,1.7127378,10,0.45,100.0
3.7714105,1.8805913,10,0.45,100.0
3.708697,1.8885316,10,0.45,100.0
3.343036,1.8524503,10,0.45,100.0
3.805742,1.9033247,10,0.45,100.0
3.7854106,2.0164294,10,0.45,100.0
3.4888978,1.7599595,10,0.45,100.0
3.5373085,1.8086838,10,0.45,100.0
3.5183172,1.7403842,10,0.45,100.0
3.3611193,1.7826637,10,0.45,100.0
3.513124,1.8053466,10,0.45,100.0
3.6476324,1.8061627,10,0.45,100.0
3.5218267,1.7589331,10,0.45,100.0
3.1597738,1.4846427,10,0.45,100.0
3.5499265,1.7377992,10,0.45,100.0
3.4625447,1.7944968,10,0.45,100.0
3.5066366,1.6830608,10,0.45,100.0
3.347529,1.5330663,10,0.45,100.0
3.2151642,1.5214428,10,0.45,100.0
3.8268552,1.9696393,10,0.45,100.0
3.174854,1.5157158,10,0.45,100.0
3.6310067,1.8661723,10,0.45,100.0
3.8103948,1.9677463,10,0.45,100.0
3.4537435,1.7629031,10,0.45,100.0
3.8279634,2.0584881,10,0.45,100.0
3.1820037,1.5394031,10,0.45,100.0
3.3351183,1.5730714,10,0.45,100.0
3.254993,1.6028812,10,0.45,100.0
3.3712382,1.6167662,10,0.45,100.0
3.9482024,2.3363113,10,0.45,100.0
3.95952,2.0967896,10,0.45,100.0
3.372965,1.5784676,10,0.45,100.0
3.1656742,1.4625823,10,0.45,100.0
3.6137145,1.7961836,10,0.45,100.0
3.0071106,1.4667901,10,0.45,100.0
3.9751806,2.0679607,10,0.45,100.0
3.7708602,1.7823123,10,0.45,100.0
4.652712,2.9478471,10,0.45,100.0
3.7680733,1.7500246,10,0.45,100.0
4.068803,2.3933756,10,0.45,100.0
3.762126,1.8384429,11,0.5,100.0
3.4411173,1.7655514,11,0.5,100.0
3.2902331,1.6425521,11,0.5,100.0
3.6199868,2.0969322,11,0.5,100.0
3.7950273,2.0203016,11,0.5,100.0
3.721113,2.0654693,11,0.5,100.0
3.6597004,2.0177507,11,0.5,100.0
3.8173592,1.8151914,11,0.5,100.0
3.0169582,1.5618848,11,0.5,100.0
3.7116377,1.9387927,11,0.5,100.0
3.1437514,1.6402916,11,0.5,100.0
3.409082,1.6708775,11,0.5,100.0
3.4264402,1.6767043,11,0.5,100.0
3.7868598,2.1333342,11,0.5,100.0
3.3392012,1.6274985,11,0.5,100.0
3.4991083,1.83549,11,0.5,100.0
3.8693109,2.0692923,11,0.5,100.0
4.1612945,2.1916869,11,0.5,100.0
3.2629516,1.5097221,11,0.5,100.0
3.3897722,1.6310487,11,0.5,100.0
3.690436,1.8927904,11,0.5,100.0
3.9966316,1.7832156,11,0.5,100.0
3.6116555,2.1514363,11,0.5,100.0
3.5863178,1.7899019,11,0.5,100.0
3.4498317,1.6313164,11,0.5,100.0
3.4028223,1.6157942,11,0.5,100.0
3.333054,1.6243147,11,0.5,100.0
3.7038054,1.8630174,11,0.5,100.0
3.6110382,1.7673137,11,0.5,100.0
3.3217144,1.4551078,11,0.5,100.0
3.8214917,2.0166147,11,0.5,100.0
3.4039152,1.781923,11,0.5,100.0
3.6820502,1.8625735,11,0.5,100.0
5.2862544,5.455278,11,0.5,100.0
4.194044,2.6392715,11,0.5,100.0
3.3673527,1.8575901,11,0.5,100.0
3.427359,1.938951,11,0.5,100.0
3.338093,1.5771815,11,0.5,100.0
3.904444,2.1705186,11,0.5,100.0
3.558475,1.7976794,11,0.5,100.0
3.5528584,1.7576125,11,0.5,100.0
3.4483893,1.842216,11,0.5,100.0
4.0067296,2.2820704,11,0.5,100.0
3.515829,1.8134807,11,0.5,100.0
3.411281,1.7309167,11,0.5,100.0
3.150484,1.5323191,11,0.5,100.0
3.636764,1.7051593,11,0.5,100.0
3.1662507,1.393319,11,0.5,100.0
3.1601856,1.5617903,11,0.5,100.0
3.520124,1.7742509,11,0.5,100.0
3.4695768,1.6377926,12,0.55,100.0
3.2972932,1.6346797,12,0.55,100.0
3.7595727,2.0085828,12,0.55,100.0
3.3186274,1.7288498,12,0.55,100.0
3.3578198,1.7629284,12,0.55,100.0
4.3152204,3.2970214,12,0.55,100.0
3.38117,1.9126215,12,0.55,100.0
3.3037872,1.7708865,12,0.55,100.0
3.5089,2.069884,12,0.55,100.0
3.7574117,1.9490104,12,0.55,100.0
3.3201675,1.65005,12,0.55,100.0
3.4721704,1.7728809,12,0.55,100.0
3.2711408,1.6975229,12,0.55,100.0
3.5288472,1.7701297,12,0.55,100.0
3.7772918,2.2630265,12,0.55,100.0
3.39452,1.5758822,12,0.55,100.0
3.446364,1.7647113,12,0.55,100.0
3.3202562,1.6160852,12,0.55,100.0
3.2921672,1.7327485,12,0.55,100.0
3.5177317,1.7927624,12,0.55,100.0
3.4506102,1.6406296,12,0.55,100.0
3.5181782,1.711545,12,0.55,100.0
3.0391412,1.4105889,12,0.55,100.0
3.3981187,1.7164406,12,0.55,100.0
3.3342316,1.7184367,12,0.55,100.0
3.2539756,1.6762547,12,0.55,100.0
3.6133914,1.9301379,12,0.55,100.0
3.4489295,1.6580093,12,0.55,100.0
3.3793876,1.7023242,12,0.55,100.0
3.2480195,1.5407666,12,0.55,100.0
3.5148215,2.052254,12,0.55,100.0
3.5521448,1.8780578,12,0.55,100.0
3.4335134,1.9743335,12,0.55,100.0
3.147286,1.6606636,12,0.55,100.0
3.3120542,1.731912,12,0.55,100.0
3.2480164,1.8478491,12,0.55,100.0
3.238315,1.602394,12,0.55,100.0
3.3627818,1.6883684,12,0.55,100.0
3.1190517,1.5752401,12,0.55,100.0
3.2299788,1.6970217,12,0.55,100.0
3.4593549,1.8926108,12,0.55,100.0
3.87406,2.2913277,12,0.55,100.0
3.87811,2.2357957,12,0.55,100.0
3.678317,1.8638871,12,0.55,100.0
4.222448,2.7785654,12,0.55,100.0
3.0444136,1.501496,12,0.55,100.0
3.3837888,1.5867784,12,0.55,100.0
3.2432332,1.6873052,12,0.55,100.0
3.76798,1.871895,12,0.55,100.0
3.6654646,1.9535888,12,0.55,100.0
3.443074,1.7401744,13,0.6,100.0
3.717285,2.0790663,13,0.6,100.0
3.2692137,1.668325,13,0.6,100.0
3.0529966,1.6208225,13,0.6,100.0
3.5546393,2.1480517,13,0.6,100.0
3.2816448,1.6359864,13,0.6,100.0
3.0990584,1.713541,13,0.6,100.0
2.9533057,1.4284848,13,0.6,100.0
3.0089655,1.4751192,13,0.6,100.0
3.2320216,1.7478715,13,0.6,100.0
3.9188035,2.0784492,13,0.6,100.0
3.7135699,2.1102855,13,0.6,100.0
4.0516696,2.674575,13,0.6,100.0
3.5477257,1.7679865,13,0.6,100.0
3.7860036,2.2816432,13,0.6,100.0
3.3940258,1.8972793,13,0.6,100.0
2.9531925,1.6341461,13,0.6,100.0
2.9882407,1.7147038,13,0.6,100.0
3.2955086,1.8327904,13,0.6,100.0
3.309643,1.8620584,13,0.6,100.0
3.3410077,1.8663485,13,0.6,100.0
3.3363938,1.6416023,13,0.6,100.0
3.830273,2.1661787,13,0.6,100.0
3.1403987,1.6372129,13,0.6,100.0
3.4248197,1.7903473,13,0.6,100.0
3.1729558,1.5561627,13,0.6,100.0
3.474869,2.0997648,13,0.6,100.0
3.150357,1.4811077,13,0.6,100.0
3.2794042,1.7302305,13,0.6,100.0
3.0230944,1.3681707,13,0.6,100.0
3.2395937,1.6345382,13,0.6,100.0
3.165295,1.7188252,13,0.6,100.0
3.728858,2.2652793,13,0.6,100.0
3.2869644,1.6909577,13,0.6,100.0
3.8805387,2.1332572,13,0.6,100.0
3.2138572,1.7415653,13,0.6,100.0
3.64003,2.0361848,13,0.6,100.0
3.7782805,2.1318235,13,0.6,100.0
3.463722,1.9329822,13,0.6,100.0
3.9243944,2.188992,13,0.6,100.0
3.6242447,1.9028951,13,0.6,100.0
3.5000906,1.8514119,13,0.6,100.0
3.0835485,1.745473,13,0.6,100.0
3.4296486,1.8695346,13,0.6,100.0
